"Player","Year","RPG","APG","SBPG","PPG","TS","WS48","Perc","allLeague"
Patty Mills,"2014",2.1,1.8,1.0,10.2,0.588,0.175,0.756,0
Paul Millsap,"2014",8.5,3.1,2.8,17.9,0.545,0.129,0.463,1
Greg Monroe,"2014",9.3,2.1,1.7,15.2,0.531,0.106,0.354,0
E'Twaun Moore,"2014",1.7,1.4,0.9,6.3,0.513,0.055,0.28,0
Marcus Morris,"2014",3.9,1.1,1.1,9.7,0.552,0.111,0.585,0
Markieff Morris,"2014",6.0,1.8,1.5,13.8,0.564,0.143,0.585,0
Timofey Mozgov,"2014",6.4,0.8,1.5,9.4,0.584,0.123,0.439,0
Jameer Nelson,"2014",3.4,7.0,0.8,12.1,0.515,0.062,0.28,0
Joakim Noah,"2014",11.3,5.4,2.8,12.6,0.531,0.19,0.585,1
Dirk Nowitzki,"2014",6.2,2.7,1.5,21.7,0.603,0.199,0.598,1
Victor Oladipo,"2014",4.1,4.1,2.1,13.8,0.514,0.026,0.28,0
Zaza Pachulia,"2014",6.3,2.6,1.1,7.7,0.502,0.06,0.183,0
Tony Parker,"2014",2.3,5.7,0.7,16.7,0.555,0.141,0.756,1
Chandler Parsons,"2014",5.5,4.0,1.6,16.6,0.565,0.131,0.659,0
Chris Paul,"2014",4.3,10.7,2.5,19.1,0.58,0.27,0.695,1
Nikola Pekovic,"2014",8.7,0.9,1.0,17.5,0.582,0.169,0.488,0
Paul Pierce,"2014",4.6,2.4,1.6,13.5,0.595,0.119,0.537,0
Miles Plumlee,"2014",7.8,0.5,1.8,8.1,0.529,0.098,0.585,0
Tayshaun Prince,"2014",3.1,1.6,0.8,6.0,0.438,0.038,0.61,0
Zach Randolph,"2014",10.1,2.5,1.0,17.4,0.51,0.113,0.61,0
Brian Roberts,"2014",1.9,3.3,0.7,9.4,0.529,0.063,0.415,0
Terrence Ross,"2014",3.1,1.0,1.1,10.9,0.553,0.094,0.585,0
Ricky Rubio,"2014",4.2,8.6,2.5,9.5,0.491,0.107,0.488,0
Thabo Sefolosha,"2014",3.6,1.5,1.6,6.3,0.517,0.092,0.72,0
Iman Shumpert,"2014",4.2,1.7,1.4,6.7,0.48,0.048,0.451,0
Kyle Singler,"2014",3.7,0.9,1.2,9.6,0.574,0.09,0.354,0
J.R. Smith,"2014",4.0,3.0,1.1,14.5,0.527,0.073,0.451,0
Josh Smith,"2014",6.8,3.3,2.8,16.4,0.463,0.02,0.354,0
Tiago Splitter,"2014",6.2,1.5,1.0,8.2,0.572,0.163,0.756,0
Lance Stephenson,"2014",7.2,4.6,0.8,13.8,0.564,0.13,0.683,0
Amar'e Stoudemire,"2014",4.9,0.5,0.9,11.9,0.596,0.124,0.451,0
Rodney Stuckey,"2014",2.3,2.1,0.9,13.9,0.516,0.053,0.354,0
Jared Sullinger,"2014",8.1,1.6,1.1,13.3,0.497,0.091,0.305,0
Jeff Teague,"2014",2.6,6.7,1.3,16.5,0.541,0.098,0.463,0
Isaiah Thomas,"2014",2.9,6.3,1.4,20.3,0.574,0.149,0.341,0
Hollis Thompson,"2014",3.2,0.9,0.8,6.0,0.57,0.055,0.232,0
Jason Thompson,"2014",6.4,0.6,1.1,7.1,0.523,0.064,0.341,0
Klay Thompson,"2014",3.1,2.2,1.4,18.4,0.555,0.112,0.622,0
Tristan Thompson,"2014",9.2,0.9,0.9,11.7,0.528,0.106,0.402,0
Anthony Tolliver,"2014",2.6,0.7,0.5,6.1,0.605,0.117,0.524,0
P.J. Tucker,"2014",6.5,1.7,1.6,9.4,0.54,0.117,0.585,0
Jonas Valanciunas,"2014",8.8,0.7,1.2,11.3,0.579,0.141,0.585,0
Anderson Varejao,"2014",9.7,2.2,1.7,8.4,0.527,0.144,0.402,0
Nikola Vucevic,"2014",11.0,1.8,1.9,14.2,0.536,0.116,0.28,0
Dwyane Wade,"2014",4.5,4.7,2.0,19.0,0.588,0.149,0.659,1
Dion Waiters,"2014",2.8,3.0,1.1,15.9,0.508,0.037,0.402,0
Kemba Walker,"2014",4.2,6.1,1.6,17.7,0.499,0.093,0.524,0
John Wall,"2014",4.1,8.8,2.3,19.3,0.524,0.128,0.537,1
Gerald Wallace,"2014",3.7,2.5,1.5,5.1,0.543,0.043,0.305,0
Martell Webster,"2014",2.8,1.2,0.7,9.7,0.591,0.112,0.537,0
David West,"2014",6.8,2.8,1.7,14.0,0.533,0.157,0.683,0
Deron Williams,"2014",2.6,6.1,1.7,14.3,0.564,0.125,0.537,0
Lou Williams,"2014",2.1,3.5,0.8,10.4,0.547,0.087,0.463,0
Marvin Williams,"2014",5.1,1.2,1.3,9.1,0.54,0.084,0.305,0
Mo Williams,"2014",2.1,4.3,0.9,9.7,0.507,0.056,0.659,0
Nate Wolters,"2014",2.6,3.2,0.9,7.2,0.486,0.043,0.183,0
Tony Wroten,"2014",3.2,3.0,1.3,13.0,0.493,-0.025,0.232,0
Nick Young,"2014",2.6,1.5,0.9,17.9,0.564,0.067,0.329,0
Thaddeus Young,"2014",6.0,2.3,2.6,17.9,0.512,0.062,0.232,0
Steven Adams,"2015",7.5,0.9,1.8,7.7,0.549,0.111,0.549,0
LaMarcus Aldridge,"2015",10.2,1.7,1.6,23.4,0.528,0.165,0.622,1
Tony Allen,"2015",4.4,1.4,2.5,8.6,0.528,0.119,0.671,0
Alan Anderson,"2015",2.8,1.1,0.8,7.4,0.563,0.075,0.463,0
Ryan Anderson,"2015",4.8,0.9,0.9,13.7,0.524,0.1,0.549,0
Giannis Antetokounmpo,"2015",6.7,2.6,2.0,12.7,0.552,0.117,0.5,0
Trevor Ariza,"2015",5.6,2.5,2.1,12.8,0.539,0.108,0.683,0
Omer Asik,"2015",9.8,0.9,1.1,7.3,0.545,0.12,0.549,0
Harrison Barnes,"2015",5.5,1.4,1.0,10.1,0.573,0.139,0.817,0
Matt Barnes,"2015",4.0,1.5,1.5,10.1,0.574,0.091,0.683,0
Brandon Bass,"2015",4.9,1.3,0.9,10.6,0.557,0.132,0.488,0
Nicolas Batum,"2015",5.9,4.8,1.7,9.4,0.516,0.105,0.622,0
Jerryd Bayless,"2015",2.7,3.0,0.9,7.8,0.519,0.066,0.5,0
Bradley Beal,"2015",3.8,3.1,1.5,15.3,0.521,0.085,0.561,0
Marco Belinelli,"2015",2.5,1.5,0.5,9.2,0.553,0.1,0.671,0
Patrick Beverley,"2015",4.2,3.4,1.5,10.1,0.509,0.096,0.683,0
Steve Blake,"2015",1.7,3.6,0.6,4.3,0.507,0.066,0.622,0
Eric Bledsoe,"2015",5.2,6.1,2.1,17.0,0.555,0.119,0.476,0
Bojan Bogdanovic,"2015",2.7,0.9,0.6,9.0,0.562,0.062,0.463,0
Andrew Bogut,"2015",8.1,2.7,2.3,6.3,0.565,0.159,0.817,0
Trevor Booker,"2015",5.0,1.1,1.1,7.2,0.536,0.11,0.463,0
Carlos Boozer,"2015",6.8,1.3,0.7,11.8,0.517,0.062,0.256,0
Chris Bosh,"2015",7.0,2.2,1.5,21.1,0.548,0.111,0.451,1
Avery Bradley,"2015",3.1,1.8,1.3,13.9,0.507,0.049,0.488,0
Aaron Brooks,"2015",2.0,3.2,0.8,11.6,0.534,0.083,0.61,0
Trey Burke,"2015",2.7,4.3,1.1,12.8,0.455,0.05,0.463,0
Caron Butler,"2015",2.5,1.0,0.6,5.9,0.544,0.07,0.39,0
Jimmy Butler,"2015",5.8,3.3,2.3,20.0,0.583,0.214,0.61,1
Rasual Butler,"2015",2.6,0.8,0.7,7.7,0.531,0.084,0.561,0
Kentavious Caldwell-Pope,"2015",3.1,1.3,1.4,12.7,0.501,0.052,0.39,0
DeMarre Carroll,"2015",5.3,1.7,1.6,12.6,0.603,0.154,0.732,0
Omri Casspi,"2015",3.9,1.5,0.6,8.9,0.58,0.091,0.354,0
Mario Chalmers,"2015",2.6,3.8,1.7,10.2,0.521,0.056,0.451,0
Tyson Chandler,"2015",11.5,1.1,1.8,10.3,0.697,0.216,0.61,0
Wilson Chandler,"2015",6.1,1.7,1.1,13.9,0.523,0.071,0.366,0
Jordan Clarkson,"2015",3.2,3.5,1.1,11.9,0.528,0.078,0.256,0
Darren Collison,"2015",3.2,5.6,1.8,16.1,0.575,0.116,0.354,0
Mike Conley,"2015",3.0,5.4,1.5,15.8,0.558,0.147,0.671,0
DeMarcus Cousins,"2015",12.7,3.6,3.3,24.1,0.545,0.144,0.354,1
Robert Covington,"2015",4.5,1.5,1.8,13.5,0.554,0.097,0.22,0
Jamal Crawford,"2015",1.9,2.5,1.1,15.8,0.532,0.102,0.683,0
Dante Cunningham,"2015",3.9,0.8,1.3,5.2,0.473,0.047,0.549,0
Stephen Curry,"2015",4.3,7.7,2.2,23.8,0.638,0.288,0.817,1
Anthony Davis,"2015",10.2,2.2,4.4,24.4,0.591,0.274,0.549,1
Ed Davis,"2015",7.6,1.2,1.9,8.3,0.594,0.164,0.256,0
Matthew Dellavedova,"2015",1.9,3.0,0.4,4.8,0.493,0.067,0.646,0
Luol Deng,"2015",5.2,1.9,1.2,14.0,0.561,0.106,0.451,0
DeMar DeRozan,"2015",4.6,3.5,1.4,20.1,0.51,0.09,0.598,0
Boris Diaw,"2015",4.3,2.9,0.7,8.7,0.526,0.088,0.671,0
Gorgui Dieng,"2015",8.3,2.0,2.7,9.7,0.573,0.108,0.195,0
Andre Drummond,"2015",13.5,0.7,2.8,13.8,0.504,0.147,0.39,0
Jared Dudley,"2015",3.1,1.8,1.2,7.2,0.572,0.116,0.5,0
Tim Duncan,"2015",9.1,3.0,2.8,13.9,0.56,0.207,0.671,1
Mike Dunleavy,"2015",3.9,1.8,1.0,9.4,0.573,0.108,0.61,0
Wayne Ellington,"2015",3.2,1.6,0.5,10.0,0.504,0.034,0.256,0
Monta Ellis,"2015",2.4,4.1,2.2,18.9,0.509,0.065,0.61,0
Tyreke Evans,"2015",5.3,6.6,1.7,16.6,0.508,0.082,0.549,0
Dante Exum,"2015",1.6,2.4,0.7,4.8,0.457,-0.003,0.463,0
Kenneth Faried,"2015",8.9,1.2,1.6,12.6,0.548,0.13,0.366,0
Derrick Favors,"2015",8.2,1.5,2.5,16.0,0.558,0.175,0.463,0
Evan Fournier,"2015",2.6,2.1,0.7,12.0,0.546,0.059,0.305,0
Channing Frye,"2015",3.9,1.3,1.1,7.3,0.546,0.053,0.305,0
Danilo Gallinari,"2015",3.7,1.4,1.1,12.4,0.563,0.132,0.366,0
Marc Gasol,"2015",7.8,3.8,2.5,17.4,0.558,0.182,0.671,1
Pau Gasol,"2015",11.8,2.7,2.2,18.5,0.55,0.187,0.61,1
Rudy Gay,"2015",5.9,3.7,1.6,21.1,0.556,0.122,0.354,0
Taj Gibson,"2015",6.4,1.1,1.8,10.3,0.545,0.137,0.61,0
Manu Ginobili,"2015",3.0,4.2,1.2,10.5,0.544,0.111,0.671,0
Rudy Gobert,"2015",9.5,1.3,3.1,8.4,0.627,0.206,0.463,0
Eric Gordon,"2015",2.6,3.8,1.0,13.4,0.544,0.069,0.549,0
Marcin Gortat,"2015",8.7,1.2,1.9,12.2,0.587,0.168,0.561,0
Jerami Grant,"2015",3.0,1.2,1.7,6.3,0.47,0.019,0.22,0
Danny Green,"2015",4.2,2.0,2.3,11.7,0.596,0.163,0.671,0
Draymond Green,"2015",8.2,3.7,2.8,11.7,0.54,0.163,0.817,0
Blake Griffin,"2015",7.6,5.3,1.5,21.9,0.551,0.183,0.683,1
Tim Hardaway Jr.,"2015",2.2,1.8,0.5,11.5,0.512,0.023,0.207,0
James Harden,"2015",5.7,7.0,2.6,27.4,0.605,0.265,0.683,1
Devin Harris,"2015",1.8,3.1,1.2,8.8,0.559,0.12,0.61,0
Tobias Harris,"2015",6.3,1.8,1.5,17.1,0.551,0.098,0.305,0
Gordon Hayward,"2015",4.9,4.1,1.8,19.3,0.567,0.159,0.463,0
Gerald Henderson,"2015",3.4,2.6,0.9,12.1,0.514,0.074,0.402,0
Roy Hibbert,"2015",7.1,1.1,1.9,10.6,0.501,0.105,0.463,0
Nene,"2015",5.1,1.8,1.3,11.0,0.534,0.086,0.561,0
Jordan Hill,"2015",7.9,1.5,1.2,12.0,0.494,0.055,0.256,0
Solomon Hill,"2015",3.8,2.2,1.0,8.9,0.507,0.072,0.463,0
Kirk Hinrich,"2015",1.8,2.2,0.9,5.7,0.468,0.03,0.61,0
Al Horford,"2015",7.2,3.2,2.2,15.2,0.563,0.179,0.732,1
Kris Humphries,"2015",6.5,0.9,0.9,8.0,0.512,0.134,0.561,0
Serge Ibaka,"2015",7.8,0.9,2.9,14.3,0.549,0.127,0.549,0
Andre Iguodala,"2015",3.3,3.0,1.5,7.8,0.553,0.117,0.817,0
Ersan Ilyasova,"2015",4.8,1.0,0.9,11.5,0.554,0.146,0.5,0
Joe Ingles,"2015",2.2,2.3,1.0,5.0,0.533,0.062,0.463,0
Kyrie Irving,"2015",3.2,5.2,1.8,21.7,0.583,0.183,0.646,1
Jarrett Jack,"2015",3.1,4.7,1.1,12.0,0.522,0.055,0.463,0
LeBron James,"2015",6.0,7.4,2.3,25.3,0.577,0.199,0.646,1
Al Jefferson,"2015",8.4,1.7,2.0,16.6,0.5,0.113,0.402,0
Amir Johnson,"2015",6.1,1.6,1.4,9.3,0.603,0.124,0.598,0
Joe Johnson,"2015",4.8,3.7,0.9,14.4,0.523,0.07,0.463,0
Wesley Johnson,"2015",4.2,1.6,1.4,9.9,0.509,0.037,0.256,0
DeAndre Jordan,"2015",15.0,0.7,3.2,11.5,0.638,0.217,0.683,1
Ryan Kelly,"2015",2.8,1.8,1.0,6.4,0.473,0.027,0.256,0
Michael Kidd-Gilchrist,"2015",7.6,1.4,1.2,10.9,0.519,0.114,0.402,0
Kyle Korver,"2015",4.1,2.6,1.3,12.1,0.699,0.148,0.732,1
Shane Larkin,"2015",2.3,3.0,1.3,6.2,0.504,0.045,0.207,0
Zach LaVine,"2015",2.8,3.6,0.8,10.1,0.515,-0.018,0.195,0
Ty Lawson,"2015",3.1,9.6,1.3,15.2,0.526,0.126,0.366,0
Courtney Lee,"2015",2.3,2.0,1.1,10.1,0.555,0.099,0.671,0
Alex Len,"2015",6.6,0.5,2.0,6.3,0.542,0.107,0.476,0
Kawhi Leonard,"2015",7.2,2.5,3.1,16.5,0.567,0.204,0.671,0
Damian Lillard,"2015",4.6,6.2,1.4,21.0,0.56,0.174,0.622,1
Jeremy Lin,"2015",2.6,4.6,1.5,11.2,0.539,0.068,0.256,0
Brook Lopez,"2015",7.4,0.7,2.3,17.2,0.558,0.159,0.463,0
Robin Lopez,"2015",6.7,0.9,1.7,9.6,0.574,0.15,0.622,0
Kevin Love,"2015",9.7,2.2,1.2,16.4,0.562,0.165,0.646,0
Kyle Lowry,"2015",4.7,6.8,1.7,17.8,0.527,0.141,0.598,1
Wesley Matthews,"2015",3.7,2.3,1.5,15.9,0.586,0.147,0.622,0
O.J. Mayo,"2015",2.6,2.8,1.1,11.4,0.529,0.079,0.5,0
Luc Mbah a Moute,"2015",4.9,1.6,1.5,9.9,0.466,0.027,0.22,0
Ray McCallum,"2015",2.6,2.8,0.8,7.4,0.496,0.045,0.354,0
Ben McLemore,"2015",2.9,1.7,1.2,12.1,0.552,0.045,0.354,0
Jodie Meeks,"2015",1.7,1.3,1.1,11.1,0.548,0.103,0.39,0
Khris Middleton,"2015",4.4,2.3,1.7,13.4,0.563,0.135,0.5,0
C.J. Miles,"2015",3.1,1.1,1.2,13.5,0.525,0.093,0.463,0
Paul Millsap,"2015",7.8,3.1,2.7,16.7,0.565,0.166,0.732,1
Nikola Mirotic,"2015",4.9,1.2,1.3,10.2,0.556,0.165,0.61,0
Greg Monroe,"2015",10.2,2.1,1.6,15.9,0.549,0.153,0.39,0
Marcus Morris,"2015",4.8,1.6,1.0,10.4,0.52,0.093,0.476,0
Markieff Morris,"2015",6.2,2.3,1.7,15.3,0.523,0.085,0.476,0
Anthony Morrow,"2015",2.6,0.8,0.9,10.7,0.604,0.151,0.549,0
Donatas Motiejunas,"2015",5.9,1.8,1.3,12.0,0.553,0.11,0.683,0
Joakim Noah,"2015",9.6,4.7,1.8,7.2,0.482,0.13,0.61,0
Nerlens Noel,"2015",8.1,1.7,3.7,9.9,0.493,0.083,0.22,0
Dirk Nowitzki,"2015",5.9,1.9,0.9,17.3,0.56,0.152,0.61,1
Victor Oladipo,"2015",4.2,4.1,1.9,17.9,0.527,0.065,0.305,0
Kelly Olynyk,"2015",4.7,1.7,1.6,10.3,0.558,0.12,0.488,0
Zaza Pachulia,"2015",6.8,2.4,1.4,8.3,0.506,0.116,0.5,0
Tony Parker,"2015",1.9,4.9,0.7,14.4,0.539,0.1,0.671,0
Chandler Parsons,"2015",4.9,2.4,1.3,15.7,0.567,0.121,0.61,0
Patrick Patterson,"2015",5.3,1.9,1.3,8.0,0.568,0.137,0.598,0
Chris Paul,"2015",4.6,10.2,2.1,19.1,0.596,0.27,0.683,1
Elfrid Payton,"2015",4.3,6.5,2.0,8.9,0.456,0.044,0.305,0
Paul Pierce,"2015",4.0,2.0,1.0,11.9,0.58,0.138,0.561,0
Mason Plumlee,"2015",6.2,0.9,1.6,8.7,0.57,0.131,0.463,0
Zach Randolph,"2015",10.5,2.2,1.2,16.1,0.538,0.149,0.671,0
J.J. Redick,"2015",2.1,1.8,0.6,16.4,0.622,0.134,0.683,0
Derrick Rose,"2015",3.2,4.9,1.0,17.7,0.493,0.038,0.61,0
Terrence Ross,"2015",2.8,1.0,1.0,9.8,0.519,0.054,0.598,0
Dennis Schroder,"2015",2.1,4.1,0.7,10.0,0.516,0.08,0.732,0
Luis Scola,"2015",6.5,1.3,0.8,9.4,0.515,0.126,0.463,0
Donald Sloan,"2015",2.7,3.6,0.4,7.4,0.503,0.085,0.463,0
Marcus Smart,"2015",3.3,3.1,1.7,7.8,0.491,0.077,0.488,0
Jason Smith,"2015",4.0,1.7,0.9,8.0,0.497,0.032,0.207,0
Lance Stephenson,"2015",4.5,3.9,0.8,8.2,0.419,-0.026,0.402,0
Rodney Stuckey,"2015",3.5,3.1,0.9,12.6,0.528,0.103,0.463,0
Jared Sullinger,"2015",7.6,2.3,1.5,13.3,0.503,0.123,0.488,0
Jeff Teague,"2015",2.5,7.0,2.1,15.9,0.566,0.166,0.732,1
Jason Terry,"2015",1.6,1.9,1.1,7.0,0.579,0.104,0.683,0
Hollis Thompson,"2015",2.8,1.2,1.2,8.8,0.538,0.07,0.22,0
Jason Thompson,"2015",6.5,1.0,1.1,6.1,0.5,0.057,0.354,0
Klay Thompson,"2015",3.2,2.9,1.9,21.7,0.591,0.172,0.817,1
Tristan Thompson,"2015",8.0,0.5,1.2,8.5,0.58,0.148,0.646,0
P.J. Tucker,"2015",6.4,1.6,1.7,9.1,0.541,0.098,0.476,0
Evan Turner,"2015",5.1,5.5,1.2,9.5,0.482,0.054,0.488,0
Jonas Valanciunas,"2015",8.7,0.5,1.6,12.0,0.623,0.189,0.598,0
Greivis Vasquez,"2015",2.6,3.7,0.7,9.5,0.514,0.066,0.598,0
Nikola Vucevic,"2015",10.9,2.0,1.5,19.3,0.548,0.133,0.305,0
Dwyane Wade,"2015",3.5,4.8,1.5,21.5,0.534,0.086,0.451,1
Kemba Walker,"2015",3.5,5.1,1.9,17.3,0.486,0.101,0.402,0
John Wall,"2015",4.6,10.0,2.3,17.6,0.523,0.132,0.561,1
C.J. Watson,"2015",2.9,3.6,1.2,10.0,0.581,0.135,0.463,0
David West,"2015",6.8,3.4,1.5,11.7,0.508,0.108,0.463,0
Russell Westbrook,"2015",7.3,8.6,2.3,28.1,0.536,0.222,0.549,1
Andrew Wiggins,"2015",4.6,2.1,1.7,16.9,0.517,0.034,0.195,0
Deron Williams,"2015",3.5,6.6,1.2,13.0,0.504,0.083,0.463,0
Lou Williams,"2015",1.9,2.1,1.2,15.5,0.564,0.157,0.598,0
Marvin Williams,"2015",4.9,1.3,1.3,7.4,0.541,0.102,0.402,0
Cody Zeller,"2015",5.8,1.6,1.3,7.6,0.53,0.123,0.402,0
Tyler Zeller,"2015",5.7,1.4,0.9,10.2,0.594,0.179,0.488,0
Steven Adams,"2016",6.7,0.8,1.6,8.0,0.621,0.155,0.671,0
Arron Afflalo,"2016",3.7,2.0,0.5,12.8,0.531,0.055,0.39,0
LaMarcus Aldridge,"2016",8.5,1.5,1.6,18.0,0.565,0.215,0.817,1
Lavoy Allen,"2016",5.4,1.0,0.9,5.4,0.532,0.11,0.549,0
Tony Allen,"2016",4.6,1.1,2.0,8.4,0.505,0.072,0.512,0
Al-Farouq Aminu,"2016",6.1,1.7,1.5,10.2,0.533,0.082,0.537,0
Ryan Anderson,"2016",6.0,1.1,1.0,17.0,0.546,0.092,0.366,0
Giannis Antetokounmpo,"2016",7.7,4.3,2.6,16.9,0.566,0.121,0.402,0
Carmelo Anthony,"2016",7.7,4.2,1.4,21.8,0.53,0.121,0.39,1
Trevor Ariza,"2016",4.5,2.3,2.3,12.7,0.551,0.09,0.5,0
Darrell Arthur,"2016",4.2,1.4,1.4,7.5,0.514,0.072,0.402,0
J.J. Barea,"2016",2.1,4.1,0.4,10.9,0.536,0.082,0.512,0
Harrison Barnes,"2016",4.9,1.8,0.8,11.7,0.559,0.116,0.89,0
Matt Barnes,"2016",5.5,2.1,1.8,10.0,0.503,0.056,0.512,0
Will Barton,"2016",5.8,2.5,1.3,14.4,0.535,0.088,0.402,0
Brandon Bass,"2016",4.3,1.1,1.3,7.2,0.619,0.146,0.207,0
Nicolas Batum,"2016",6.1,5.8,1.5,14.9,0.546,0.097,0.585,0
Jerryd Bayless,"2016",2.7,3.1,1.1,10.4,0.568,0.075,0.402,0
Kent Bazemore,"2016",5.1,2.3,1.8,11.6,0.551,0.094,0.585,0
Bradley Beal,"2016",3.4,2.9,1.2,17.4,0.547,0.076,0.5,0
Marco Belinelli,"2016",1.7,1.9,0.6,10.2,0.5,0.014,0.402,0
Patrick Beverley,"2016",3.5,3.4,1.7,9.9,0.553,0.102,0.5,0
Bismack Biyombo,"2016",8.0,0.4,1.9,5.5,0.586,0.156,0.683,0
Bojan Bogdanovic,"2016",3.2,1.3,0.4,11.2,0.55,0.021,0.256,0
Andrew Bogut,"2016",7.0,2.3,2.1,5.4,0.623,0.18,0.89,0
Devin Booker,"2016",2.5,2.6,0.8,13.8,0.535,0.043,0.28,0
Trevor Booker,"2016",5.7,1.1,1.3,5.9,0.533,0.128,0.488,0
Chris Bosh,"2016",7.4,2.4,1.3,19.1,0.571,0.172,0.585,1
Avery Bradley,"2016",2.9,2.1,1.8,15.2,0.538,0.09,0.585,0
Corey Brewer,"2016",2.4,1.3,1.3,7.2,0.481,0.035,0.5,0
Kobe Bryant,"2016",3.7,2.8,1.1,17.6,0.469,-0.01,0.207,1
Trey Burke,"2016",1.8,2.3,0.6,10.6,0.507,0.074,0.488,0
Jimmy Butler,"2016",5.3,4.8,2.3,20.9,0.562,0.177,0.512,1
Jose Calderon,"2016",3.2,4.1,1.0,7.6,0.571,0.096,0.39,0
Kentavious Caldwell-Pope,"2016",3.7,1.8,1.7,14.5,0.521,0.092,0.537,0
Isaiah Canaan,"2016",2.3,1.8,0.9,11.0,0.528,0.035,0.122,0
Michael Carter-Williams,"2016",5.1,5.2,2.2,11.5,0.497,0.035,0.402,0
Omri Casspi,"2016",5.9,1.4,1.1,11.8,0.587,0.092,0.402,0
Willie Cauley-Stein,"2016",5.3,0.6,1.7,7.0,0.588,0.13,0.402,0
Tyson Chandler,"2016",8.7,1.0,1.2,7.2,0.606,0.112,0.28,0
Jordan Clarkson,"2016",4.0,2.4,1.2,15.5,0.516,0.039,0.207,0
Darren Collison,"2016",2.3,4.3,1.1,14.0,0.591,0.113,0.402,0
Mike Conley,"2016",2.9,6.1,1.5,15.3,0.538,0.145,0.512,0
DeMarcus Cousins,"2016",11.5,3.3,3.0,26.9,0.538,0.122,0.402,1
Robert Covington,"2016",6.3,1.4,2.2,12.8,0.543,0.05,0.122,0
Allen Crabbe,"2016",2.7,1.2,1.0,10.3,0.572,0.098,0.537,0
Jamal Crawford,"2016",1.8,2.3,0.8,14.2,0.529,0.076,0.646,0
Jae Crowder,"2016",5.1,1.8,2.2,14.2,0.565,0.152,0.585,0
Dante Cunningham,"2016",3.0,1.0,0.9,6.1,0.54,0.052,0.366,0
Stephen Curry,"2016",5.4,6.7,2.3,30.1,0.669,0.318,0.89,1
Anthony Davis,"2016",10.3,1.9,3.3,24.3,0.559,0.16,0.366,1
Ed Davis,"2016",7.4,1.1,1.6,6.5,0.616,0.192,0.537,0
Matthew Dellavedova,"2016",2.1,4.4,0.7,7.5,0.527,0.098,0.695,0
Luol Deng,"2016",6.0,1.9,1.4,12.3,0.549,0.128,0.585,0
DeMar DeRozan,"2016",4.5,4.0,1.3,23.5,0.55,0.169,0.683,1
Gorgui Dieng,"2016",7.1,1.7,2.3,10.1,0.601,0.127,0.354,0
Toney Douglas,"2016",2.3,2.6,1.2,8.7,0.543,0.094,0.366,0
Goran Dragic,"2016",3.8,5.8,1.2,14.1,0.537,0.096,0.585,0
Andre Drummond,"2016",14.8,0.8,2.9,16.2,0.499,0.133,0.537,1
Jared Dudley,"2016",3.5,2.1,1.1,7.9,0.602,0.105,0.5,0
Tim Duncan,"2016",7.3,2.7,2.0,8.6,0.523,0.163,0.817,0
Kevin Durant,"2016",8.2,5.0,2.1,28.2,0.634,0.27,0.671,1
Wayne Ellington,"2016",2.3,1.1,0.7,7.7,0.498,0.025,0.256,0
Monta Ellis,"2016",3.3,4.7,2.3,13.8,0.504,0.075,0.549,0
Kenneth Faried,"2016",8.7,1.2,1.4,12.5,0.577,0.156,0.402,0
Derrick Favors,"2016",8.1,1.5,2.7,16.4,0.551,0.173,0.488,0
Raymond Felton,"2016",3.2,3.6,1.0,9.5,0.502,0.059,0.512,0
Evan Fournier,"2016",2.8,2.7,1.2,15.4,0.587,0.106,0.427,0
Danilo Gallinari,"2016",5.3,2.5,1.2,19.5,0.582,0.165,0.402,0
Langston Galloway,"2016",3.5,2.5,1.2,7.6,0.49,0.077,0.39,0
Marc Gasol,"2016",7.0,3.8,2.3,16.6,0.528,0.098,0.512,0
Pau Gasol,"2016",11.0,4.1,2.6,16.5,0.529,0.149,0.512,1
Rudy Gay,"2016",6.5,1.7,2.2,17.2,0.538,0.078,0.402,0
Alonzo Gee,"2016",3.4,1.0,1.0,4.5,0.572,0.056,0.366,0
Paul George,"2016",7.0,4.1,2.2,23.1,0.557,0.157,0.549,1
Taj Gibson,"2016",6.9,1.5,1.7,8.6,0.556,0.133,0.512,0
Rudy Gobert,"2016",11.0,1.5,3.0,9.1,0.582,0.16,0.488,0
Aaron Gordon,"2016",6.5,1.6,1.5,9.2,0.541,0.139,0.427,0
Marcin Gortat,"2016",9.9,1.4,1.9,13.5,0.592,0.156,0.5,0
Jerami Grant,"2016",4.7,1.8,2.4,9.7,0.506,0.05,0.122,0
Danny Green,"2016",3.8,1.8,1.8,7.2,0.492,0.099,0.817,0
Draymond Green,"2016",9.5,7.4,2.9,14.0,0.587,0.19,0.89,1
Gerald Green,"2016",2.4,0.8,0.8,8.9,0.491,0.052,0.585,0
James Harden,"2016",6.1,7.5,2.3,29.0,0.598,0.204,0.5,1
Gary Harris,"2016",2.9,1.9,1.5,12.3,0.566,0.079,0.402,0
Gordon Hayward,"2016",5.0,3.7,1.5,19.7,0.559,0.147,0.488,0
Roy Hibbert,"2016",4.9,1.2,1.8,5.9,0.507,0.056,0.207,0
George Hill,"2016",4.0,3.5,1.4,12.1,0.555,0.118,0.549,0
Jordan Hill,"2016",6.2,1.2,1.0,8.8,0.534,0.124,0.549,0
Jrue Holiday,"2016",3.0,6.0,1.7,16.8,0.529,0.089,0.366,0
Rodney Hood,"2016",3.4,2.7,1.1,14.5,0.542,0.112,0.488,0
